hebrew_name,video_url,tracking_unit,position,intesity,english_name,english_description,hebrew_description
משיכה ביורק-פולי באחיזת סופינציה,,WEIGHT,seating,medium,York Supinated Grip Lat Pulldown,"The exercise 'York Supinated Grip Lat Pulldown' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'משיכה ביורק-פולי באחיזת סופינציה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
מתח ביורק גרביטון באחיזת סופינציה,,WEIGHT,standing,medium,York Supinated Grip Graviton,"The exercise 'York Supinated Grip Graviton' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'מתח ביורק גרביטון באחיזת סופינציה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
מקבילים ביורק גרביטון,,WEIGHT,standing,medium,York Gravitron Dips,"The exercise 'York Gravitron Dips' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'מקבילים ביורק גרביטון' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
דונקי-קיקס ביורק,,WEIGHT,,medium,York Donkey Kicks,"The exercise 'York Donkey Kicks' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'דונקי-קיקס ביורק' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
משיכה ביורק-פולי אחיזה צרה,,WEIGHT,seating,medium,York Close Grip Lat Pulldown,"The exercise 'York Close Grip Lat Pulldown' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'משיכה ביורק-פולי אחיזה צרה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקת כתפיים בפולי רצועות פנים למכונה,https://www.youtube.com/watch?v=OcTyCXDzgKs,WEIGHT,standing,medium,Crossover lying lateral raise strip,"The exercise 'Crossover lying lateral raise strip' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקת כתפיים בפולי רצועות פנים למכונה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת חזה במכונה יעודית,,WEIGHT,,medium,Chest Press-press Machine,"The exercise 'Chest Press-press Machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת חזה במכונה יעודית' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
סטיף דדליפט,https://www.youtube.com/watch?v=D959mFUMDh4,WEIGHT,standing,hard,Stiff leg barbell Deadlift,"The exercise 'Stiff leg barbell Deadlift' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'סטיף דדליפט' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פרפר בפולי אמצע כבלים בשיפוע חיובי,https://www.youtube.com/watch?v=2RQektQIdy0,WEIGHT,supine,medium,Incline lying Cable Flyes,"The exercise 'Incline lying Cable Flyes' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פרפר בפולי אמצע כבלים בשיפוע חיובי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
סקוואט בכייבל בפולי תחתון,https://www.youtube.com/watch?v=9knixcI0JDc,WEIGHT,standing,medium,Low Cable Squat,"The exercise 'Low Cable Squat' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'סקוואט בכייבל בפולי תחתון' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת כתפיים בפולי עליון משולש,https://www.youtube.com/watch?v=rFrQICYsDk4,WEIGHT,standing,medium,Triangle Cable Shoulder Press,"The exercise 'Triangle Cable Shoulder Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת כתפיים בפולי עליון משולש' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
קיקבאק-לאחור משקולות יד,https://www.youtube.com/watch?v=EDJVnbZXetg,WEIGHT,,medium,Dumbbell Tricep Kickback,"The exercise 'Dumbbell Tricep Kickback' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'קיקבאק-לאחור משקולות יד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת-מרפקים בפולי חבל בישיבה גב למכונה,https://www.youtube.com/watch?v=mZ9cKKFcTZM,WEIGHT,seating,medium,Seated Tricep Rope Pushdown back to machine,"The exercise 'Seated Tricep Rope Pushdown back to machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת-מרפקים בפולי חבל בישיבה גב למכונה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פרפר-בהטיית זוקפי גו בקרוסאובר עליון כבלים,https://www.youtube.com/watch?v=bWhlJKO80DE,WEIGHT,standing,hard,High Cable Bent Over chest Fly,"The exercise 'High Cable Bent Over chest Fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פרפר-בהטיית זוקפי גו בקרוסאובר עליון כבלים' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
מכרע מדרגה,https://www.youtube.com/watch?v=R6Z91EUqjrU,WEIGHT,standing,medium,Elevated lunges,"The exercise 'Elevated lunges' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'מכרע מדרגה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת חזה מוט בשיפוע שלילי,https://www.youtube.com/watch?v=mmGJRUSnecM,WEIGHT,supine,medium,Decline Barbell Bench Press,"The exercise 'Decline Barbell Bench Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת חזה מוט בשיפוע שלילי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת-מרפקים בפולי גב למכונה,https://www.youtube.com/watch?v=g8tIenV0kTc,WEIGHT,standing,medium,Tricep Pushdown on Back Machine,"The exercise 'Tricep Pushdown on Back Machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת-מרפקים בפולי גב למכונה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצה-פרפר בשיפוע חיובי,https://www.youtube.com/watch?v=ylEE82VwHsY,WEIGHT,supine,medium,Incline Press Fly,"The exercise 'Incline Press Fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצה-פרפר בשיפוע חיובי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פרפר משקולות יד בשכיבה,https://www.youtube.com/watch?v=LpNzlEpaH9c,WEIGHT,supine,medium,Lying Dumbbell Fly,"The exercise 'Lying Dumbbell Fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פרפר משקולות יד בשכיבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פולאובר ידיות בישיבה,https://www.youtube.com/watch?v=B1cGCXYhEus,WEIGHT,seating,medium,Seated Handles Pullover,"The exercise 'Seated Handles Pullover' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פולאובר ידיות בישיבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
סקוואט-נמוך בגומייה,https://www.youtube.com/watch?v=okrKmEQwryY,WEIGHT,standing,medium,Resistance Band Squat,"The exercise 'Resistance Band Squat' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'סקוואט-נמוך בגומייה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפות בטן צידיות כסא רומי,https://www.youtube.com/watch?v=zYyOhIjG41w,WEIGHT,supine,medium,Roman Chair side ab Crunch,"The exercise 'Roman Chair side ab Crunch' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפות בטן צידיות כסא רומי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
סקול-קראשר מוט-W בשיפוע שלילי,https://www.youtube.com/watch?v=mqQZeYBs0d8,WEIGHT,standing,medium,Decline W-bar Skull Crusher,"The exercise 'Decline W-bar Skull Crusher' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'סקול-קראשר מוט-W בשיפוע שלילי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פול-ארוונד,https://www.youtube.com/watch?v=Bnu-kSlWVzw,WEIGHT,standing,medium,Pull-Around single-hand chest fly,"The exercise 'Pull-Around single-hand chest fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פול-ארוונד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה בסמיט בעמידה,https://www.youtube.com/watch?v=-_L84pwlVzE,WEIGHT,standing,medium,Smith Machine upright Row,"The exercise 'Smith Machine upright Row' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה בסמיט בעמידה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
סקול-קראשר משקולות יד בשיפוע שלילי,https://www.youtube.com/watch?v=_NYVPRFfd8o,WEIGHT,standing,medium,Decline Dumbbell Skull Crusher,"The exercise 'Decline Dumbbell Skull Crusher' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'סקול-קראשר משקולות יד בשיפוע שלילי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה משקולות יד בעמידה,https://www.youtube.com/watch?v=QLp40kGAqbw,WEIGHT,standing,medium,Standing Dumbbell upright Row,"The exercise 'Standing Dumbbell upright Row' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה משקולות יד בעמידה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
היפ-טרסט אמריקאי,https://www.youtube.com/watch?v=_DpFfjfD7RM,WEIGHT,seating,medium,American\ kase Hip Thrust,"The exercise 'American\ kase Hip Thrust' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'היפ-טרסט אמריקאי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים כיסא פריצר מוט-W,https://www.youtube.com/watch?v=kQ1xWpv5Mu0,WEIGHT,seating,medium,W-Bar Preacher biceps Curl,"The exercise 'W-Bar Preacher biceps Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים כיסא פריצר מוט-W' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים משקולות יד אחיזת פטישים,https://www.youtube.com/watch?v=tqBOHd479Vw,WEIGHT,standing,medium,Hammer Dumbbell Bicep Curl,"The exercise 'Hammer Dumbbell Bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים משקולות יד אחיזת פטישים' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
עליית מתח גרביטון,,WEIGHT,standing,medium,Gravitron pull-Up,"The exercise 'Gravitron pull-Up' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'עליית מתח גרביטון' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה בסמיט באחיזת סופינציה,,WEIGHT,standing,hard,Smith Machine Row Supination Grip,"The exercise 'Smith Machine Row Supination Grip' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה בסמיט באחיזת סופינציה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
מדרגות,,WEIGHT,,low,Step-Ups,"The exercise 'Step-Ups' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'מדרגות' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
משיכה ביורק-פולי עליון ידיות,,WEIGHT,seating,medium,York Handles lat pulldown,"The exercise 'York Handles lat pulldown' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'משיכה ביורק-פולי עליון ידיות' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפות ברכיים איבר-בודד,,WEIGHT,seating,medium,Single-Leg Knee Curl,"The exercise 'Single-Leg Knee Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפות ברכיים איבר-בודד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת תאומים בישיבה,,WEIGHT,seating,low,Seated calf raise,"The exercise 'Seated calf raise' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת תאומים בישיבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקת כתפיים בקרוסאובר גב למכונה,,WEIGHT,standing,medium,Back to Crossover Lateral Raise,"The exercise 'Back to Crossover Lateral Raise' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקת כתפיים בקרוסאובר גב למכונה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים משקולות יד תמיכת גב,https://www.youtube.com/watch?v=FIuuz99a5sQ,WEIGHT,standing,low,Back Supported Dumbbell bicep Curl,"The exercise 'Back Supported Dumbbell bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים משקולות יד תמיכת גב' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקת כתפיים משקולות יד איבר-בודד,https://www.youtube.com/watch?v=wIYN4ogstTE,WEIGHT,standing,low,Single-Arm Dumbbell Lateral Raise,"The exercise 'Single-Arm Dumbbell Lateral Raise' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקת כתפיים משקולות יד איבר-בודד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת חזה משקולות יד,https://www.youtube.com/watch?v=RR2s3pn55x8,WEIGHT,,medium,Dumbbell Chest Press,"The exercise 'Dumbbell Chest Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת חזה משקולות יד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקת ירך בקרוסאובר כבלים בעמידה שש,https://www.youtube.com/watch?v=cGoMBaU0r9U,WEIGHT,standing,hard,Cable Hip Abduction plank position,"The exercise 'Cable Hip Abduction plank position' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקת ירך בקרוסאובר כבלים בעמידה שש' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
בטן-סטטי,https://www.youtube.com/watch?v=2U5nI4ETL2I,TIME,,medium,Static plank,"The exercise 'Static plank' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'בטן-סטטי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת חזה צמודה,https://www.youtube.com/watch?v=EsRG2os68fU,WEIGHT,,medium,Close-Grip Chest Press,"The exercise 'Close-Grip Chest Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת חזה צמודה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת גב כיסא רומי וריאציית ישבן,https://www.youtube.com/watch?v=OKFkdzlLTew,WEIGHT,,medium,Roman Chair Back Extension Glute Variation,"The exercise 'Roman Chair Back Extension Glute Variation' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת גב כיסא רומי וריאציית ישבן' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים בפולי תחתון ידיות,https://www.youtube.com/watch?v=g1LHldku_84,WEIGHT,standing,medium,Low Pulley Handles Bicep Curl,"The exercise 'Low Pulley Handles Bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים בפולי תחתון ידיות' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת ברכיים בפולי תחתון רצועות,https://www.youtube.com/watch?v=9noSaLAHx_A,WEIGHT,seating,low,Cable Low Pulley Leg Extension,"The exercise 'Cable Low Pulley Leg Extension' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת ברכיים בפולי תחתון רצועות' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת רגליים במכונה יעודית,https://www.youtube.com/watch?v=IdMpxvxqS8Q,WEIGHT,seating,low,Leg press on dedicated machine,"The exercise 'Leg press on dedicated machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת רגליים במכונה יעודית' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
גלגלת בטן רגליים ישרות,https://www.youtube.com/watch?v=tx_2a62Dp-k,WEIGHT,standing,hard,Ab whell Straight Legs,"The exercise 'Ab whell Straight Legs' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'גלגלת בטן רגליים ישרות' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת ברכיים במכונה יעודית,https://www.youtube.com/watch?v=9Lad7B_j_ew,WEIGHT,seating,low,Leg extension on leg extension machine,"The exercise 'Leg extension on leg extension machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת ברכיים במכונה יעודית' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
משיכה ביורק-פולי ידיות אחיזה צרה,,WEIGHT,seating,medium,York Cable close Grip handle lat pulldown,"The exercise 'York Cable close Grip handle lat pulldown' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'משיכה ביורק-פולי ידיות אחיזה צרה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פולאובר ביורק-פולי חבל,,WEIGHT,standing,medium,York Cable Rope Pullover,"The exercise 'York Cable Rope Pullover' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פולאובר ביורק-פולי חבל' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה ביורק-פולי אמצע איבר-בודד,,WEIGHT,seating,medium,Single-Arm Mid Cable Row,"The exercise 'Single-Arm Mid Cable Row' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה ביורק-פולי אמצע איבר-בודד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת ברכיים במכונה יעודית רצועות בשכיבה,,WEIGHT,supine,low,Cable lying leg curl,"The exercise 'Cable lying leg curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת ברכיים במכונה יעודית רצועות בשכיבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
דדליפט-רומני במכונה יעודית חבל,,WEIGHT,standing,medium,Romanian Deadlift on Cable Machine,"The exercise 'Romanian Deadlift on Cable Machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'דדליפט-רומני במכונה יעודית חבל' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרמת רגליים במכונה יעודית,,WEIGHT,,medium,Leg Raise on Machine,"The exercise 'Leg Raise on Machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרמת רגליים במכונה יעודית' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרמת ברכיים במכונה יעודית,,WEIGHT,,medium,Knee raise on Machine,"The exercise 'Knee raise on Machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרמת ברכיים במכונה יעודית' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה במכונה יעודית,,WEIGHT,seating,medium,Mid position row on rowing machine,"The exercise 'Mid position row on rowing machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה במכונה יעודית' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפות ברכיים במכונה יעודית חד״כ,,WEIGHT,seating,medium,Leg curl on leg-curl machine gym,"The exercise 'Leg curl on leg-curl machine gym' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפות ברכיים במכונה יעודית חד״כ' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת-תאומים בהאק-סקוואט,,WEIGHT,standing,hard,Calf raise on hack-squat machine,"The exercise 'Calf raise on hack-squat machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת-תאומים בהאק-סקוואט' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת תאומים במכונה יעודית,,WEIGHT,seating,low,Calf raise on calf-raise machine,"The exercise 'Calf raise on calf-raise machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת תאומים במכונה יעודית' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פרפר במכונה יעודית חד״כ,,WEIGHT,seating,medium,Chest Flyes-chest flys machine,"The exercise 'Chest Flyes-chest flys machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פרפר במכונה יעודית חד״כ' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
משיכה בפולי חד״כ באחיזת סופינציה,,WEIGHT,seating,medium,Pulldown supination grip pulldown-machine,"The exercise 'Pulldown supination grip pulldown-machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'משיכה בפולי חד״כ באחיזת סופינציה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פולאובר בקרוסאובר חד״כ חבל,,WEIGHT,standing,medium,Rope pullover,"The exercise 'Rope pullover' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פולאובר בקרוסאובר חד״כ חבל' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
